,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC,CAND_CITY,CAND_ST,CAND_ZIP,candidatevotes,totalvotes,VOTE_percent,WINNER
833,H4GA01039,"CARTER, EARL LEROY",REP,2018,GA,H,1.0,I,C,C00543967,POOLER,GA,31322.0,144741,250683,0.577386579863812,1
834,H8FL27144,"JOLI, MAYRA",NPA,2018,FL,H,27.0,O,C,C00659763,CORAL GABLES,FL,33146.0,6255,252586,0.02476384280997363,0
835,H8FL27185,"SALAZAR, MARIA ELVIRA",REP,2018,FL,H,27.0,O,C,C00671859,CORAL GABLES,FL,33134.0,115588,252586,0.4576183953188221,0
836,H8FL27193,"SHALALA, DONNA",DEM,2018,FL,H,27.0,O,C,C00672311,MIAMI,FL,33233.0,130743,252586,0.5176177618712042,1
837,H8FL26039,"MUCARSEL-POWELL, DEBBIE",DEM,2018,FL,H,26.0,C,C,C00652065,MIAMI,FL,33256.0,119797,235475,0.5087461513961142,1
838,H4FL26038,"CURBELO, CARLOS MR.",REP,2018,FL,H,26.0,I,P,C00546846,MIAMI,NY,33173.0,115678,235475,0.49125384860388577,0
839,H8FL27086,"BARZEE FLORES, MARY",DEM,2018,FL,H,25.0,O,P,C00651471,MIAMI,FL,33143.0,84173,212845,0.3954661843125279,0
840,H2FL25018,"DIAZ-BALART, MARIO",REP,2018,FL,H,25.0,I,C,C00376087,MIAMI,FL,331733512.0,128672,212845,0.6045338156874721,1
841,H6FL23063,"CANOVA, TIMOTHY A.",IND,2018,FL,H,23.0,C,P,C00602920,HOLLYWOOD,FL,33022.0,13697,276366,0.04956108928015747,0
842,H2FL20043,"KAUFMAN, JOSEPH ""JOE""",REP,2018,FL,H,23.0,C,P,C00501205,WESTON,FL,33331.0,99446,276366,0.3598344224687552,0
843,H6FL23089,"ENDRISS, DONALD",UNK,2018,FL,H,23.0,C,C,C00679258,DANIA BEACH,FL,33004.0,1612,276366,0.005832844850669041,0
844,H4FL20023,"WASSERMAN SCHULTZ, DEBBIE",DEM,2018,FL,H,23.0,I,C,C00385773,WESTON,FL,33326.0,161611,276366,0.5847716434004183,1
845,H0FL19080,"DEUTCH, THEODORE ELIOT",DEM,2018,FL,H,22.0,I,C,C00469163,BOCA RATON,FL,33434.0,184634,297683,0.6202369634812871,1
846,H8FL22061,"KIMAZ, NICOLAS T MR.",REP,2018,FL,H,22.0,C,P,C00661629,BOCA RATON,FL,33434.0,113049,297683,0.37976303651871285,0
847,H2FL23021,"HASTINGS, ALCEE L",DEM,2018,FL,H,20.0,I,C,C00269837,WASHINGTON,DC,20515.0,202659,202824,0.9991864868062951,1
848,H6FL19087,"ROONEY, FRANCIS",REP,2018,FL,H,19.0,I,C,C00618223,TAMPA,FL,33606.0,211465,339607,0.6226756221161519,1
849,H8FL19067,"HOLDEN, DAVID",DEM,2018,FL,H,19.0,C,P,C00649079,NAPLES,FL,34108.0,128106,339607,0.37721837300173433,0
850,H8FL18028,"BAER, LAUREN",DEM,2018,FL,H,18.0,C,P,C00652594,PALM BEACH GARDENS,FL,33418.0,156454,342359,0.4569881323406132,0
851,H6FL18097,"MAST, BRIAN",REP,2018,FL,H,18.0,I,C,C00632257,STUART,FL,34995.0,185905,342359,0.5430118676593868,1
852,H8FL17053,"STEUBE, W. GREG",REP,2018,FL,H,17.0,O,C,C00671891,SARASOTA,FL,34232.0,193326,310520,0.6225879170423805,1
853,H4FL17037,"ELLISON, ALLEN L",DEM,2018,FL,H,17.0,C,N,C00574236,SEBRING,FL,33876.0,117194,310520,0.37741208295761947,0
854,H6FL13148,"BUCHANAN, VERNON",REP,2018,FL,H,16.0,I,C,C00412759,SARASOTA,FL,342305928.0,197483,361946,0.5456145391854034,1
855,H8FL16055,"SHAPIRO, M. DAVID",DEM,2018,FL,H,16.0,C,P,C00658419,SARASOTA,FL,34242.0,164463,361946,0.45438546081459663,0
856,H8FL15230,"SPANO, VINCENT ROSS",REP,2018,FL,H,15.0,O,C,C00676668,RIVERVIEW,FL,33578.0,151380,285532,0.5301682473418041,1
857,H8FL15271,"CARLSON, KRISTEN",DEM,2018,FL,H,15.0,O,P,C00677096,LAKELAND,FL,33801.0,134132,285532,0.46976170796968464,0
858,H8FL13136,"BUCK, GEORGE WILLIAM PHD",REP,2018,FL,H,13.0,C,C,C00667808,ST PETERSBURG,FL,33703.0,134254,316971,0.42355294332920046,0
859,H6FL13205,"CRIST, CHARLIE JOSEPH",DEM,2018,FL,H,13.0,I,C,C00590067,ST. PETERSBURG,FL,33731.0,182717,316971,0.5764470566707995,1
860,H6FL09070,"BILIRAKIS, GUS M",REP,2018,FL,H,12.0,I,C,C00408534,TARPON SPRINGS,FL,346880606.0,194564,334918,0.5809302575555808,1
861,H8FL12096,"PURKIS, ANGELIKA MRS.",NPA,2018,FL,H,12.0,C,P,C00669945,NEW PORT RICHEY,FL,34654.0,7510,334918,0.0224233991603915,0
862,H0FL08208,"WEBSTER, DANIEL",REP,2018,FL,H,11.0,I,C,C00481911,WEBSTER,FL,33597.0,239395,367506,0.6514043308136466,1
863,H8FL11130,"COTTRELL, DANA",DEM,2018,FL,H,11.0,C,C,C00673145,SPRING HILL,FL,34608.0,128053,367506,0.3484378486337638,0
864,H6FL09195,"LIEBNITZKY, WAYNE",REP,2018,FL,H,9.0,C,P,C00582015,ST CLOUD,FL,34772.0,124565,296737,0.4197825010025713,0
865,H6FL09179,"SOTO, DARREN",DEM,2018,FL,H,9.0,I,C,C00581074,KISSIMMEE,FL,34742.0,172172,296737,0.5802174989974287,1
866,H8FL08102,"PATEL, SANJAY SOMABHAI",DEM,2018,FL,H,8.0,C,P,C00666404,ROCKLEDGE,FL,32956.0,142415,360527,0.39501895835818124,0
867,H8FL15107,"POSEY, BILL",REP,2018,FL,H,8.0,I,C,C00444968,MELBOURNE,FL,32941.0,218112,360527,0.6049810416418188,1
868,H6FL07140,"MURPHY, STEPHANIE",DEM,2018,FL,H,7.0,I,C,C00620443,WINTER PARK,FL,32790.0,183113,317398,0.5769191992388106,1
869,H8FL07062,"MILLER, MIKE",REP,2018,FL,H,7.0,C,P,C00648816,WINTER PARK,FL,32789.0,134285,317398,0.4230808007611894,0
870,H8FL06098,"SODERBERG, NANCY",DEM,2018,FL,H,6.0,O,P,C00649798,ST. AUGUSTINE,FL,32086.0,145758,333649,0.4368602933022428,0
871,H8FL06148,"WALTZ, MICHAEL",REP,2018,FL,H,6.0,O,C,C00666396,ST AUGUSTINE,FL,32080.0,187891,333649,0.5631397066977573,1
872,H8FL05157,"FULLER, VIRGINIA",REP,2018,FL,H,5.0,C,C,C00672568,INGLIS,FL,344499615.0,89799,270326,0.3321878028750472,0
873,H0FL02086,"LAWSON, ALFRED JR",DEM,2018,FL,H,5.0,I,C,C00460261,TALLAHASSEE,FL,32301.0,180527,270326,0.6678121971249529,1
874,H6FL04105,"RUTHERFORD, JOHN",REP,2018,FL,H,4.0,I,C,C00615294,JACKSONVILLE,FL,32224.0,248420,381249,0.6515951517249882,1
875,H8FL04093,"BERRIOS, JOCELINE MS.",NPA,2018,FL,H,4.0,C,P,C00671123,JACKSONVILLE,FL,32257.0,7155,381249,0.018767262340360236,0
876,H8FL04077,"BULGER, JASON MICHAEL",NPA,2018,FL,H,4.0,C,P,C00666156,JACKSONVILLE,FL,32277.0,2321,381249,0.006087884820681497,0
877,H8FL04085,"SELMONT, GEORGE AUSTIN",DEM,2018,FL,H,4.0,C,P,C00671446,PONTE VEDRA BEACH,FL,32082.0,123351,381249,0.323544455198571,0
878,H8FL03038,"HINSON, YVONNE HAYES MS",DEM,2018,FL,H,3.0,C,P,C00655811,GAINESVILLE,FL,32614.0,129880,306496,0.42375756942994364,0
879,H2FL06109,"YOHO, THEODORE SCOTT",REP,2018,FL,H,3.0,I,C,C00494583,GAINESVILLE,FL,32608.0,176616,306496,0.5762424305700564,1
880,H6FL02208,"DUNN, NEAL PATRICK MD, FACS",REP,2018,FL,H,2.0,I,C,C00582304,PANAMA CITY,FL,32406.0,199335,295568,0.6744133329724463,1
881,H8FL02097,"RACKLEFF, ROBERT BRUCE",DEM,2018,FL,H,2.0,C,P,C00648519,TALLAHASSEE,FL,32308.0,96233,295568,0.32558666702755373,0
882,H6FL01119,"GAETZ, MATT",REP,2018,FL,H,1.0,I,C,C00612432,FORT WALTON BEACH,FL,32548.0,216189,322388,0.6705863741826619,1
883,H8FL01115,"ZIMMERMAN, JENNIFER MIJARES DR.",DEM,2018,FL,H,1.0,C,P,C00668715,PACE,FL,32571.0,106199,322388,0.32941362581733813,0
885,H6DE00206,"BLUNT ROCHESTER, LISA",DEM,2018,DE,H,0.0,I,C,C00590778,WILMINGTON,DE,19809.0,227353,352737,0.6445396995495227,1
886,H8CT05187,"SANTOS, MANNY",REP,2018,CT,H,5.0,O,P,C00673467,MERIDEN,CT,6450.0,115146,270664,0.4254204474920935,0
887,H8CT05245,"HAYES, JAHANA",DEM,2018,CT,H,5.0,O,C,C00677898,WATERBURY,CT,6721.0,142901,270664,0.5279645612272043,1
888,H8CT04214,"ARORA, HARRY",REP,2018,CT,H,4.0,C,P,C00664151,GREENWICH,CT,6836.0,103175,275651,0.37429575804187176,0
889,H8CT04172,"HIMES, JIM",DEM,2018,CT,H,4.0,I,C,C00434191,FAIRFIELD,CT,6824.0,168726,275651,0.6121000830760636,1
890,H6CT03145,"CADENA JR, ANGEL LUIS",REP,2018,CT,H,3.0,C,N,C00617431,SHELTON,CT,6484.0,95667,270239,0.354008858824966,0
891,H0CT03072,"DELAURO, ROSA L",DEM,2018,CT,H,3.0,I,C,C00238865,NEW HAVEN,CT,6510.0,163211,270239,0.6039505770817684,1
892,H8CT02101,"POSTEMSKI, DANNY FRANK MR JR",REP,2018,CT,H,2.0,C,N,C00676098,HAMPTON,CT,6247.0,102483,289114,0.35447263017356473,0
893,H2CT02112,"COURTNEY, JOSEPH D",DEM,2018,CT,H,2.0,I,C,C00410233,VERNON,CT,6066.0,167659,289114,0.5799061961717523,1
895,H8CT01046,"LARSON, JOHN B",DEM,2018,CT,H,1.0,I,C,C00330142,EAST HARTFORD,CT,6108.0,166155,274140,0.6060954256949004,1
897,H8CO07094,"BARRINGTON, MARK",REP,2018,CO,H,7.0,C,P,C00670505,LAKEWOOD,CO,80226.0,119734,338006,0.3542363153316805,0
898,H6CO07023,"PERLMUTTER, EDWIN G",DEM,2018,CO,H,7.0,I,C,C00410639,WHEAT RIDGE,CO,80033.0,204260,338006,0.6043087992520842,1
900,H8CO06229,"CROW, JASON",DEM,2018,CO,H,6.0,C,C,C00637363,AURORA,CO,800412145.0,187639,346817,0.5410317256651203,1
901,H8CO06138,"COFFMAN, MIKE REP.",REP,2018,CO,H,6.0,I,P,C00629287,GREENWOOD VILLAGE,CO,801111349.0,148685,346817,0.42871312536582695,0
902,H6CO05159,"LAMBORN, DOUGLAS",REP,2018,CO,H,5.0,I,C,C00420745,COLORADO SPRINGS,CO,80962.0,184002,322645,0.5702924266608812,1
903,H8CO05130,"SPAULDING, STEPHANY ROSE",DEM,2018,CO,H,5.0,C,P,C00649038,COLORADO SPRINGS,CO,80903.0,126848,322645,0.3931503665018829,0
906,H8CO03226,"MALARSIE, MARY",IND,2018,CO,H,3.0,C,P,C00665372,DURANGO,CO,81301.0,10831,336189,0.03221699698681396,0
907,H8CO03192,"MITSCH BUSH, DIANE MS.",DEM,2018,CO,H,3.0,C,C,C00649459,STEAMBOAT SPRINGS,CO,80477.0,146426,336189,0.43554667166385574,0
908,H6CO03139,"TIPTON, SCOTT R.",REP,2018,CO,H,3.0,I,C,C00470757,CORTEZ,CO,813219384.0,173205,336189,0.515201270713795,1
910,H8CO02269,"BARRIS, ROGER",LIB,2018,CO,H,2.0,O,P,C00680306,EVERGREEN,CO,80439.0,9749,430614,0.022639765544083566,0
911,H8CO02251,"YU, PETER",REP,2018,CO,H,2.0,O,P,C00661678,DENVER,CO,80021.0,144901,430614,0.3364985810958306,0
912,H8CO02160,"NEGUSE, JOSEPH",DEM,2018,CO,H,2.0,O,C,C00648253,BOULDER,CO,80306.0,259608,430614,0.6028786802101186,1
913,H8CO01147,"DOANE, RAYMON ANTHONY",LIB,2018,CO,H,1.0,C,N,C00664839,DENVER,CO,80249.0,11600,369693,0.031377386101440925,0
914,H6CO01141,"DEGETTE, DIANA L.",DEM,2018,CO,H,1.0,I,C,C00311639,DENVER,CO,80220.0,272886,369693,0.738142188248087,1
915,H8CO01162,"STOCKHAM, CHARLES (CASPER) WESLEY",REP,2018,CO,H,1.0,C,C,C00665588,AURORA,CO,80016.0,85207,369693,0.23048042565047214,0
916,H0CA49055,"DAVIS, SUSAN A",DEM,2018,CA,H,53.0,I,C,C00344671,SAN DIEGO,CA,92138.0,185667,268794,0.6907408647514454,1
917,H8CA53084,"MURTAUGH, MORGAN",REP,2018,CA,H,53.0,C,P,C00672824,LA MESA,CA,91942.0,83127,268794,0.30925913524855464,0
918,H2CA52089,"PETERS, SCOTT",DEM,2018,CA,H,52.0,I,C,C00503110,SAN DIEGO,CA,92122.0,188992,296007,0.6384713875009712,1
919,H8CA52102,"QUDRAT, OMAR",REP,2018,CA,H,52.0,C,P,C00647875,IMPERIAL BEACH,CA,91932.0,107015,296007,0.36152861249902873,0
920,H2CA50026,"VARGAS, JUAN CARLOS",DEM,2018,CA,H,51.0,I,C,C00497321,CHULA VISTA,CA,91911.0,109527,153828,0.7120095171230205,1
921,H8CA51062,"HIDALGO, JUAN",REP,2018,CA,H,51.0,C,C,C00672451,NATIONAL CITY,CA,92127.0,44301,153828,0.2879904828769795,0
922,H8CA52052,"HUNTER, DUNCAN D",REP,2018,CA,H,50.0,I,C,C00433524,EL CAJON,CA,92022.0,134362,259810,0.5171548439244062,1
923,H8CA50098,"CAMPA-NAJJAR, AMMAR",DEM,2018,CA,H,50.0,C,C,C00635888,JAMUL,CA,91935.0,125448,259810,0.4828451560755937,0
924,H8CA49058,"LEVIN, MIKE",DEM,2018,CA,H,49.0,O,C,C00634253,LONG BEACH,CA,90807.0,166453,295030,0.5641900823645053,1
925,H8CA49082,"HARKEY, DIANE",REP,2018,CA,H,49.0,O,P,C00665513,OCEANSIDE,CA,92058.0,128577,295030,0.4358099176354947,0
926,H8CA48035,"ROUDA, HARLEY E JR",DEM,2018,CA,H,48.0,C,C,C00633982,NEWPORT BEACH,CA,92660.0,157837,294736,0.5355199229140655,1
927,H8CA42061,"ROHRABACHER, DANA",REP,2018,CA,H,48.0,I,P,C00224691,NEWPORT BEACH,CA,92658.0,136899,294736,0.46448007708593453,0
928,H8CA47078,"BRISCOE, JOHN",REP,2018,CA,H,47.0,C,C,C00671784,LONG BEACH,CA,92647.0,77682,221036,0.3514450134819667,0
929,H2CA00104,"LOWENTHAL, ALAN",DEM,2018,CA,H,47.0,I,C,C00498212,LONG BEACH,CA,90809.0,143354,221036,0.6485549865180332,1
930,H8CA46120,"LAMBERT, RUSSELL RENE",REP,2018,CA,H,46.0,C,N,C00667972,ANAHEIM,CA,92804.0,45638,147916,0.3085399821520322,0
931,H6CA46116,"CORREA, JOSE",DEM,2018,CA,H,46.0,I,C,C00578302,ANAHEIM,CA,92815.0,102278,147916,0.6914600178479677,1
932,H4CA45097,"WALTERS, MIMI",REP,2018,CA,H,45.0,I,C,C00546853,IRVINE,CA,92618.0,146383,305289,0.4794899259390283,0
933,H8CA45130,"PORTER, KATHERINE",DEM,2018,CA,H,45.0,C,C,C00636571,LOS ANGELES,CA,90017.0,158906,305289,0.5205100740609717,1
934,H6CA44103,"BARRAGAN, NANETTE",DEM,2018,CA,H,44.0,I,C,C00577353,SAN PEDRO,CA,90731.0,97944,143322,0.6833842675932515,1
935,H8CA44117,"BROWN, AJA",DEM,2018,CA,H,44.0,C,P,C00672436,COMPTON,CA,90221.0,45378,143322,0.31661573240674845,0
936,H6CA44145,"NAVARRO, OMAR",REP,2018,CA,H,43.0,C,C,C00592048,TORRANCE,CA,90501.0,43780,196052,0.22330810193214046,0
937,H4CA23011,"WATERS, MAXINE",DEM,2018,CA,H,43.0,I,C,C00167585,HAWTHORNE,CA,90250.0,152272,196052,0.7766918980678595,1
938,H2CA37023,"CALVERT, KENNETH S",REP,2018,CA,H,42.0,I,C,C00257337,CORONA,CA,92877.0,131040,231932,0.5649931876584516,1
939,H8CA42228,"PEACOCK, JULIA",DEM,2018,CA,H,42.0,C,C,C00634014,CORONA,CA,92883.0,100892,231932,0.43500681234154837,0
940,H2CA43245,"TAKANO, MARK",DEM,2018,CA,H,41.0,I,C,C00498667,RIVERSIDE,CA,92517.0,108227,166248,0.6509973052307396,1
941,H8CA41170,"SMITH, AJA",REP,2018,CA,H,41.0,C,C,C00635854,RIVERSIDE,CA,92501.0,58021,166248,0.3490026947692604,0
942,H8CA40206,"CORTES BARRAGAN, RODOLFO",GRE,2018,CA,H,40.0,C,C,C00664185,PARAMOUNT,CA,90723.0,27511,121449,0.22652306729573732,0
943,H2CA33048,"ROYBAL-ALLARD, LUCILLE",DEM,2018,CA,H,40.0,I,C,C00259143,DOWNEY,CA,90241.0,93938,121449,0.7734769327042627,1
944,H8CA39240,"KIM, YOUNG",REP,2018,CA,H,39.0,O,C,C00665638,FULLERTON,CA,928331226.0,118391,244393,0.4844287684180807,0
945,H8CA39174,"CISNEROS, GILBERT",DEM,2018,CA,H,39.0,O,C,C00650648,LOS ANGELES,CA,90024.0,126002,244393,0.5155712315819193,1
947,H2CA39078,"SANCHEZ, LINDA",DEM,2018,CA,H,38.0,I,C,C00384057,NORWALK,CA,90652.0,139188,202156,0.6885177783493935,1
948,H8CA37293,"BASSILIAN, RON",REP,2018,CA,H,37.0,C,P,C00652222,LOS ANGELES,CA,90066.0,25823,236378,0.10924451514100297,0
949,H0CA33117,"BASS, KAREN",DEM,2018,CA,H,37.0,I,C,C00476523,INDIO,CA,92201.0,210555,236378,0.890755484858997,1
950,H2CA36439,"RUIZ, RAUL DR",DEM,2018,CA,H,36.0,I,C,C00502575,PALM DESERT,CA,92211.0,122169,207008,0.5901655974648323,1
951,H8CA36170,"PELZER, KIMBERLIN BROWN",REP,2018,CA,H,36.0,C,P,C00657676,PALM SPRINGS,CA,92264.0,84839,207008,0.40983440253516773,0
952,H4CA35031,"TORRES, NORMA",DEM,2018,CA,H,35.0,I,C,C00557652,ONTARIO,CA,91768.0,103420,149024,0.6939821773674039,1
953,H8CA35115,"VALIENTE, CHRISTIAN",REP,2018,CA,H,35.0,C,N,C00659243,UPLAND,CA,91786.0,45604,149024,0.3060178226325961,0
954,H6CA34237,"MEJIA, KENNETH",GRE,2018,CA,H,34.0,C,P,C00616045,LOS ANGELES,CA,90029.0,41711,151906,0.27458428238515925,0
955,H8CA34266,"GOMEZ, JIMMY",DEM,2018,CA,H,34.0,I,C,C00629659,LOS ANGELES,CA,90065.0,110195,151906,0.7254157176148408,1
956,H4CA33119,"LIEU, TED",DEM,2018,CA,H,33.0,I,C,C00556506,TORRANCE,CA,90505.0,219091,312860,0.7002844722879243,1
957,H6CA33106,"WRIGHT, KENNETH",REP,2018,CA,H,33.0,C,C,C00608430,LOS ANGELES,CA,90048.0,93769,312860,0.2997155277120757,0
958,H8CA32088,"SCOTT, JOSHUA",REP,2018,CA,H,32.0,C,C,C00682179,LONG BEACH,CA,90802.0,55272,177031,0.31221650445402216,0
959,H8CA34068,"NAPOLITANO, GRACE",DEM,2018,CA,H,32.0,I,C,C00334706,EL MONTE,CA,91734.0,121759,177031,0.6877834955459778,1
960,H6CA31134,"FLYNN, SEAN",REP,2018,CA,H,31.0,C,P,C00602722,RANCO CUCAMONGA,CA,91730.0,77352,187495,0.41255500146670576,0
961,H2CA31125,"AGUILAR, PETE",DEM,2018,CA,H,31.0,I,C,C00510461,SAN BERNARDINO,CA,92423.0,110143,187495,0.5874449985332942,1
963,H6CA24113,"SHERMAN, BRAD",DEM,2018,CA,H,30.0,I,C,C00308742,SHERMAN OAKS,CA,91403.0,191573,260993,0.7340158548313557,1
964,H2CA28113,"CARDENAS, TONY",DEM,2018,CA,H,29.0,I,C,C00498873,PACOIMA,CA,91331.0,124697,154692,0.8060985700618002,1
965,H6CA29203,"BERNAL, BENITO BENNY",REP,2018,CA,H,29.0,C,C,C00673772,MISSION HILLS,CA,91346.0,29995,154692,0.19390142993819978,0
966,H8CA28185,"NALBANDIAN, JOHNNY",REP,2018,CA,H,28.0,C,P,C00651547,GLENDALE,CA,91204.0,54272,250934,0.21627997800218385,0
967,H0CA27085,"SCHIFF, ADAM",DEM,2018,CA,H,28.0,I,C,C00343871,BURBANK,CA,91502.0,196662,250934,0.7837200219978162,1
968,H0CA32101,"CHU, JUDY",DEM,2018,CA,H,27.0,I,C,C00458125,LOS ANGELES,CA,90025.0,160504,202636,0.7920803805839042,1
969,H8CA27112,"WITT, BRYAN",DEM,2018,CA,H,27.0,C,P,C00654335,PASADENA,CA,91101.0,42132,202636,0.20791961941609585,0
970,H2CA00120,"BROWNLEY, JULIA",DEM,2018,CA,H,26.0,I,C,C00513077,WESTLAKE VILLAGE,CA,91361.0,158216,255426,0.6194201060189644,1
971,H8CA26114,"SABATO, ANTONIO",REP,2018,CA,H,26.0,C,P,C00639690,WESTLAKE VILLAGE,CA,91362.0,97210,255426,0.3805798939810356,0
973,H6CA24303,"CARBAJAL, SALUD",DEM,2018,CA,H,24.0,I,C,C00576041,SANTA BARBARA,CA,93102.0,166550,284431,0.5855550203740099,1
974,H4CA24142,"FAREED, JUSTIN",REP,2018,CA,H,24.0,C,P,C00572560,SANTA BARBARA,CA,93150.0,117881,284431,0.41444497962599014,0
975,H8CA23103,"MATTA, TATIANA",DEM,2018,CA,H,23.0,C,P,C00653592,ROSAMOND,CA,93560.0,74661,205774,0.3628300951529348,0
976,H6CA22125,"MCCARTHY, KEVIN",REP,2018,CA,H,23.0,I,C,C00420935,BAKERSFIELD,CA,93314.0,131113,205774,0.6371699048470653,1
977,H8CA20059,"NUNES, DEVIN GERALD",REP,2018,CA,H,22.0,I,C,C00370056,VISALIA,CA,93290.0,117243,222379,0.5272215451998615,1
978,H8CA22139,"JANZ, ANDREW",DEM,2018,CA,H,22.0,C,P,C00638510,ENCINO,CA,91436.0,105136,222379,0.4727784548001385,0
980,H8CA10167,"COX, TERRANCE JOHN (TJ)",DEM,2018,CA,H,21.0,C,C,C00648956,SELMA,CA,93662.0,57239,113616,0.5037934797915786,1
981,H2CA20094,"VALADAO, DAVID",REP,2018,CA,H,21.0,I,C,C00499392,HANDFORD,CA,93232.0,56377,113616,0.4962065202084214,0
982,H0CA17185,"KABAT, RONALD P.",NPA,2018,CA,H,20.0,C,N,C00690545,CARMEL-BY-THE-SEA,CA,939210006.0,42044,225721,0.18626534527137484,0
983,H6CA20152,"PANETTA, JIMMY",DEM,2018,CA,H,20.0,I,C,C00592154,CARMEL VALLEY,CA,93924.0,183677,225721,0.8137346547286252,1
984,H4CA16049,"LOFGREN, ZOE",DEM,2018,CA,H,19.0,I,C,C00289603,APTOS,CA,95003.0,162496,220319,0.7375487361507632,1
985,H8CA19051,"AGUILERA, JUSTIN",REP,2018,CA,H,19.0,C,C,C00683532,SAN MARTIN,CA,95046.0,57823,220319,0.2624512638492368,0
987,H8CA12098,"ESHOO, ANNA G",DEM,2018,CA,H,18.0,I,C,C00258475,PALO ALTO,CA,94301.0,225142,302238,0.7449162580482931,1
988,H6CA17141,"COHEN, RONALD H",REP,2018,CA,H,17.0,C,N,C00591784,FREMONT,CA,94538.0,52057,211162,0.246526363644974,0
989,H4CA12055,"KHANNA, ROHIT",DEM,2018,CA,H,17.0,I,C,C00503185,FREMONT,CA,94539.0,159105,211162,0.753473636355026,1
990,H4CA20082,"COSTA, JIM",DEM,2018,CA,H,16.0,I,C,C00391029,FRESNO,CA,93711.0,82266,142959,0.5754517029358067,1
991,H8CA16065,"HENG, ELIZABETH",UNK,2018,CA,H,16.0,C,P,C00670257,FRESNO,CA,937555434.0,60693,142959,0.4245482970641932,0
992,H8CA15117,"PETERS, RUDY PETERS",REP,2018,CA,H,15.0,C,P,C00671370,LIVERMORE,CA,94550.0,65940,243929,0.2703245616552357,0
993,H2CA15094,"SWALWELL, ERIC MICHAEL",DEM,2018,CA,H,15.0,I,C,C00502294,DUBLIN,CA,94568.0,177989,243929,0.7296754383447642,1
994,H8CA12171,"SPEIER, JACKIE",DEM,2018,CA,H,14.0,I,C,C00443705,BURLINGAME,CA,94001.0,211384,266823,0.7922255577667593,1
996,H8CA13096,"WELLS, LAURA",GRE,2018,CA,H,13.0,C,P,C00683144,OAKLAND,CA,94610.0,34257,294837,0.11618962341904171,0
997,H8CA09060,"LEE, BARBARA",DEM,2018,CA,H,13.0,I,C,C00331769,OAKLAND,CA,94621.0,260580,294837,0.8838103765809583,1
998,H8CA05035,"PELOSI, NANCY",DEM,2018,CA,H,12.0,I,C,C00213512,SAN FRANCISCO,CA,94105.0,275292,317072,0.8682318211636474,1
999,H8CA12270,"REMMER, LISA",REP,2018,CA,H,12.0,C,C,C00672980,SAN FRANCISCO,CA,94117.0,41780,317072,0.13176817883635264,0
1000,H0CA10073,"DESAULNIER, MARK",DEM,2018,CA,H,11.0,I,C,C00554709,CONCORD,CA,94524.0,204369,275681,0.7413242116794411,1
1001,H0CA07111,"FITZGERALD, JOHN",REP,2018,CA,H,11.0,C,N,C00516591,CONCORD,CA,94518.0,71312,275681,0.25867578832055893,0
1002,H8CA10126,"HARDER, JOSH",DEM,2018,CA,H,10.0,C,C,C00639146,MODESTO,CA,95352.0,115945,221900,0.5225101397025688,1
1003,H0CA19173,"DENHAM, JEFF",REP,2018,CA,H,10.0,I,C,C00473272,MODESTO,CA,95353.0,105955,221900,0.4774898602974313,0
1004,H8CA09144,"LIVENGOOD, MARLA",REP,2018,CA,H,9.0,C,P,C00660852,LODI,CA,95242.0,87349,200763,0.4350851501521695,0
1005,H4CA11081,"MCNERNEY, GERALD MARK",DEM,2018,CA,H,9.0,I,C,C00398644,STOCKTON,CA,95269.0,113414,200763,0.5649148498478306,1
1007,H8CA08120,"DONNELLY, TIMOTHY M.",REP,2018,CA,H,8.0,C,C,C00658021,TWIN PEAKS,CA,92391.0,68370,170785,0.40032789764909094,0
1008,H2CA08164,"COOK, PAUL",REP,2018,CA,H,8.0,I,C,C00512202,YUCCA VALLEY,CA,92284.0,102415,170785,0.5996721023509091,1
1009,H8CA07056,"GRANT, ANDREW",REP,2018,CA,H,7.0,C,P,C00649400,FOLSOM,CA,95630.0,126601,281617,0.44955027572909306,0
1010,H0CA03078,"BERA, AMERISH",DEM,2018,CA,H,7.0,I,C,C00461061,ELK GROVE,CA,95758.0,155016,281617,0.550449724270907,1
1011,H8CA06090,"JEFFERSON, JRMAR",DEM,2018,CA,H,6.0,C,N,C00709873,SACRAMENTO,CA,95831.0,39528,201939,0.19574227860888685,0
1012,H6CA05195,"MATSUI, DORIS",DEM,2018,CA,H,6.0,I,C,C00409219,SACRAMENTO,CA,95812.0,162411,201939,0.8042577213911132,1
1013,H8CA01109,"THOMPSON, MIKE MR.",DEM,2018,CA,H,5.0,I,C,C00326363,NAPA,CA,94581.0,205860,261018,0.788681240374227,1
1015,H8CA04152,"MCCLINTOCK, THOMAS",REP,2018,CA,H,4.0,I,C,C00446815,ROCKLIN,CA,95677.0,184401,340654,0.5413146477070576,1
1016,H8CA04210,"MORSE, JESSICA",DEM,2018,CA,H,4.0,C,C,C00650408,ROSEVILLE,CA,95661.0,156253,340654,0.4586853522929424,0
1017,H0CA10149,"GARAMENDI, JOHN",DEM,2018,CA,H,3.0,I,C,C00462697,WALNUT GROVE,CA,95690.0,134875,232251,0.5807294694102502,1
